region_id	n_cpg	mean5mC	total_cov	chrom	start	end	meth_state
CGI_12311	42	0.881787273641851	1988	NC_086032.1	5606210	5606911	hypermethylated
CGI_12312	84	0.0556172296338348	3523	NC_086032.1	5997364	5998241	hypomethylated
CGI_12313	89	0.0484754922750681	3301	NC_086032.1	6112225	6112996	hypomethylated
CGI_12314	27	0.930240909090909	946	NC_086032.1	6143241	6143811	hypermethylated
CGI_12315	117	0.0778625063419583	3942	NC_086032.1	6268454	6269660	hypomethylated
CGI_12316	6	0.960605418719212	203	NC_086032.1	6305234	6305744	hypermethylated
CGI_12317	85	0.0188658925979681	1378	NC_086032.1	6328264	6329348	hypomethylated
CGI_12318	61	0.16626615746181	1702	NC_086032.1	6363227	6363977	hypomethylated
CGI_12319	112	0.0667744720168954	3788	NC_086032.1	6586464	6587463	hypomethylated
CGI_1232	28	0.102520579494799	1346	NC_086019.1	204270397	204270933	hypomethylated
CGI_12320	29	0.698315189873418	1422	NC_086032.1	6979631	6980218	hypermethylated
CGI_12321	22	0.863122398190045	884	NC_086032.1	7041470	7042317	hypermethylated
CGI_12322	25	0.909550653266332	995	NC_086032.1	7060910	7061467	hypermethylated
CGI_12323	33	0.932578894133513	1483	NC_086032.1	7109657	7110224	hypermethylated
CGI_12324	22	0.963078842315369	1002	NC_086032.1	7275928	7276429	hypermethylated
CGI_12325	32	0.02454375	896	NC_086032.1	7487960	7488463	hypomethylated
CGI_12326	151	0.0522765606361829	5030	NC_086032.1	7882049	7883361	hypomethylated
CGI_12327	131	0.0624092071611253	3910	NC_086032.1	8186742	8187882	hypomethylated
CGI_12328	22	0.585814187643021	437	NC_086032.1	8250875	8251381	intermediate
CGI_12329	32	0.0900613915416098	733	NC_086032.1	8273631	8274142	hypomethylated
CGI_1233	50	0.073114935354436	2243	NC_086019.1	204280256	204280941	hypomethylated
CGI_12330	124	0.0928077216066482	2888	NC_086032.1	8274008	8275175	hypomethylated
CGI_12331	98	0.552513321947054	2342	NC_086032.1	8275000	8276060	intermediate
CGI_12332	71	0.154804027196653	1912	NC_086032.1	8279506	8280380	hypomethylated
CGI_12333	51	0.928282882273343	1478	NC_086032.1	8291044	8291768	hypermethylated
CGI_12334	22	0.880470561998216	1121	NC_086032.1	8561359	8561883	hypermethylated
CGI_12335	33	0.787137472283814	902	NC_086032.1	8869473	8870012	hypermethylated
CGI_12336	52	0.0484101489757915	1074	NC_086032.1	9070803	9071525	hypomethylated
CGI_12337	63	0.0617404706790124	2592	NC_086032.1	9100432	9101243	hypomethylated
CGI_12338	80	0.0664067737617135	3735	NC_086032.1	9122605	9123663	hypomethylated
CGI_12339	73	0.19564661297963	2111	NC_086032.1	9245474	9246362	hypomethylated
CGI_1234	33	0.200001803278689	1220	NC_086019.1	204284493	204284995	intermediate
CGI_12340	27	0.0685895867768595	1210	NC_086032.1	9412496	9413041	hypomethylated
CGI_12341	139	0.0472485662759243	5545	NC_086032.1	9433644	9434859	hypomethylated
CGI_12342	48	0.0356041048466865	2022	NC_086032.1	9435757	9436429	hypomethylated
CGI_12343	66	0.0422890529973935	3453	NC_086032.1	9505487	9506405	hypomethylated
CGI_12344	86	0.0658618562874251	3340	NC_086032.1	9518186	9519128	hypomethylated
CGI_12345	98	0.1007832251452	2927	NC_086032.1	9759207	9760218	hypomethylated
CGI_12346	229	0.0583919331545285	4847	NC_086032.1	9860964	9863355	hypomethylated
CGI_12347	172	0.0678093065222995	3879	NC_086032.1	9919077	9920791	hypomethylated
CGI_12348	56	0.0628490460157127	891	NC_086032.1	9985006	9985710	hypomethylated
CGI_12349	24	0.809442740471869	1102	NC_086032.1	10119761	10120263	hypermethylated
CGI_1235	29	0.0409495762711865	1416	NC_086019.1	204333208	204333726	hypomethylated
CGI_12350	62	0.1187700059988	1667	NC_086032.1	10164176	10164890	hypomethylated
CGI_12351	31	0.817454603682947	1249	NC_086032.1	10331891	10332436	hypermethylated
CGI_12352	87	0.0307283833211412	2734	NC_086032.1	10649420	10650409	hypomethylated
CGI_12353	32	0.954449430523918	878	NC_086032.1	10704650	10705232	hypermethylated
CGI_12354	93	0.0775852101293103	3712	NC_086032.1	10863643	10864542	hypomethylated
CGI_12356	60	0.100443537666174	2708	NC_086032.1	11040495	11041199	hypomethylated
CGI_12357	55	0.035175	2360	NC_086032.1	11576555	11577217	hypomethylated
CGI_12358	37	0.0621897946859903	1656	NC_086032.1	11649693	11650232	hypomethylated
CGI_12359	178	0.0803478346456695	5588	NC_086032.1	11709066	11710798	hypomethylated
CGI_1236	39	0.0926640283140283	1554	NC_086019.1	204349116	204349706	hypomethylated
CGI_12360	66	0.0562101888449715	2277	NC_086032.1	11727460	11728306	hypomethylated
CGI_12361	58	0.0563727405247814	2058	NC_086032.1	11845423	11846238	hypomethylated
CGI_12362	50	0.987719901719902	2442	NC_086032.1	11931699	11932337	hypermethylated
CGI_12363	27	0.779836532258065	1240	NC_086032.1	12040886	12041425	hypermethylated
CGI_12364	54	0.0326681909547739	1990	NC_086032.1	12766230	12766873	hypomethylated
CGI_12365	154	0.0555169509883563	3693	NC_086032.1	12881934	12883165	hypomethylated
CGI_12366	42	0.0601588391906283	1878	NC_086032.1	13503566	13504170	hypomethylated
CGI_12367	66	0.0543103471983499	2909	NC_086032.1	13504003	13504848	hypomethylated
CGI_12368	241	0.0492969170948479	7201	NC_086032.1	13714059	13716221	hypomethylated
CGI_12369	54	0.0451904024767802	1615	NC_086032.1	15096792	15097421	hypomethylated
CGI_1237	39	0.0657956339712919	1672	NC_086019.1	204360971	204361584	hypomethylated
CGI_12370	113	0.0581637273189758	5897	NC_086032.1	15163545	15164850	hypomethylated
CGI_12371	50	0.0418333514394351	1841	NC_086032.1	15274833	15275428	hypomethylated
CGI_12372	107	0.19070973702914	4221	NC_086032.1	15313099	15314346	hypomethylated
CGI_12373	51	0.215829904185577	1983	NC_086032.1	15314153	15314798	intermediate
CGI_12374	91	0.932000593119809	2529	NC_086032.1	15407179	15408169	hypermethylated
CGI_12375	81	0.0588415056244592	3467	NC_086032.1	15449483	15450250	hypomethylated
CGI_12376	50	0.159016393442623	1830	NC_086032.1	15695167	15695830	hypomethylated
CGI_12377	61	0.0639396803652968	2190	NC_086032.1	15757805	15758522	hypomethylated
CGI_12378	22	0.883109320695103	633	NC_086032.1	15829925	15830442	hypermethylated
CGI_12379	64	0.0569466873706004	966	NC_086032.1	15842315	15843036	hypomethylated
CGI_1238	38	0.0725702783300199	1006	NC_086019.1	205363580	205364270	hypomethylated
CGI_12380	69	0.0669165865384615	2496	NC_086032.1	15901679	15902589	hypomethylated
CGI_12381	45	0.0770740109140518	1466	NC_086032.1	16061553	16062154	hypomethylated
CGI_12382	82	0.0532631520940485	2722	NC_086032.1	16215817	16216700	hypomethylated
CGI_12383	123	0.038277925604127	3683	NC_086032.1	16271257	16272650	hypomethylated
CGI_12384	206	0.801627875	8000	NC_086032.1	16283731	16286422	hypermethylated
CGI_12385	57	0.0652568986948415	3218	NC_086032.1	16312381	16313171	hypomethylated
CGI_12386	47	0.048789314516129	2480	NC_086032.1	16397273	16397903	hypomethylated
CGI_12387	45	0.0750977777777778	1305	NC_086032.1	16861091	16861717	hypomethylated
CGI_12388	55	0.072833870967742	1922	NC_086032.1	17265243	17265893	hypomethylated
CGI_12389	73	0.0505036162582188	3346	NC_086032.1	17453711	17454446	hypomethylated
CGI_1239	39	0.0898652963671128	1046	NC_086019.1	205364730	205365337	hypomethylated
CGI_12390	144	0.0588243960907246	5423	NC_086032.1	18008169	18009516	hypomethylated
CGI_12391	51	0.0535787949400799	3004	NC_086032.1	18149736	18150435	hypomethylated
CGI_12392	75	0.0767779297482127	3217	NC_086032.1	18514858	18515649	hypomethylated
CGI_12393	28	0.868981746920493	893	NC_086032.1	18866316	18866856	hypermethylated
CGI_12394	34	0.885633742911153	1058	NC_086032.1	19076420	19076987	hypermethylated
CGI_12395	151	0.0630395316253001	4996	NC_086032.1	19467769	19469102	hypomethylated
CGI_12396	78	0.0260361241768579	3189	NC_086032.1	19609604	19610508	hypomethylated
CGI_12397	81	0.0772986966292134	2225	NC_086032.1	19649438	19650243	hypomethylated
CGI_12398	123	0.0465943722943723	3927	NC_086032.1	19696725	19697705	hypomethylated
CGI_12399	46	0.0524980405878236	1429	NC_086032.1	19697554	19698091	hypomethylated
CGI_124	113	0.0425197918535798	5573	NC_086019.1	30287109	30288197	hypomethylated
CGI_1240	73	0.0594537225495447	3734	NC_086019.1	205393444	205394570	hypomethylated
CGI_12400	172	0.05467350723944	8357	NC_086032.1	19789546	19791010	hypomethylated
CGI_12401	102	0.0819728578504209	4038	NC_086032.1	19800845	19802190	hypomethylated
CGI_12402	39	0.863067924528302	1643	NC_086032.1	20837571	20838334	hypermethylated
CGI_12403	35	0.888736092715232	1510	NC_086032.1	20866956	20867480	hypermethylated
CGI_12404	34	0.910797215667768	2119	NC_086032.1	21048386	21048984	hypermethylated
CGI_12405	23	0.949910912343471	559	NC_086032.1	21497835	21498441	hypermethylated
CGI_12406	101	0.0463335236886633	4728	NC_086032.1	21570068	21571095	hypomethylated
CGI_12407	30	0.833682588357588	1924	NC_086032.1	22103661	22104164	hypermethylated
CGI_12408	54	0.0686410018552876	3234	NC_086032.1	22238799	22239398	hypomethylated
CGI_12409	38	0.0390537109375	1024	NC_086032.1	22342471	22343080	hypomethylated
CGI_1241	62	0.305563365915852	2353	NC_086019.1	205435812	205436603	intermediate
CGI_12410	60	0.0968396604938272	2592	NC_086032.1	24007290	24008039	hypomethylated
CGI_12411	32	0.95806875	1216	NC_086032.1	24942730	24943262	hypermethylated
CGI_12412	40	0.834159674234946	2026	NC_086032.1	25492014	25492568	hypermethylated
CGI_12413	30	0.105944530577089	1161	NC_086032.1	27457612	27458119	hypomethylated
CGI_12414	147	0.0630808926330884	5579	NC_086032.1	27458348	27459893	hypomethylated
CGI_12415	32	0.907206737588652	1692	NC_086032.1	28327647	28328221	hypermethylated
CGI_12416	107	0.0927665045170257	2878	NC_086032.1	31091370	31092519	hypomethylated
CGI_12417	43	0.0553291084854994	1862	NC_086032.1	31188770	31189375	hypomethylated
CGI_12418	81	0.0609026854928017	3612	NC_086032.1	31189395	31190390	hypomethylated
CGI_12419	38	0.0773471454880295	1629	NC_086032.1	31190249	31190811	hypomethylated
CGI_12420	206	0.0366298103420327	6169	NC_086032.1	31232842	31234649	hypomethylated
CGI_12421	29	0.756923566878981	942	NC_086032.1	31260747	31261296	hypermethylated
CGI_12422	61	0.0555778594249201	3130	NC_086032.1	31549475	31550270	hypomethylated
CGI_12423	88	0.0507806986276956	5611	NC_086032.1	31569546	31570731	hypomethylated
CGI_12424	43	0.0457696195005945	1682	NC_086032.1	31609191	31609755	hypomethylated
CGI_12425	88	0.913976386828834	3371	NC_086032.1	31650824	31651906	hypermethylated
CGI_12426	29	0.932797893681043	997	NC_086032.1	31652086	31652599	hypermethylated
CGI_12427	55	0.953943370786517	1780	NC_086032.1	31660607	31661460	hypermethylated
CGI_12428	96	0.0543311475409836	3294	NC_086032.1	31873731	31874762	hypomethylated
CGI_12429	89	0.0561328241563055	2815	NC_086032.1	31949384	31950265	hypomethylated
CGI_1243	100	0.0692892954456987	2569	NC_086019.1	205600508	205601523	hypomethylated
CGI_12430	35	0.0653042826552463	934	NC_086032.1	32013813	32014402	hypomethylated
CGI_12431	202	0.0563407172995781	8058	NC_086032.1	32262265	32263941	hypomethylated
CGI_12432	88	0.0648321622958932	2021	NC_086032.1	32372272	32373175	hypomethylated
CGI_12433	65	0.0627057685417413	2791	NC_086032.1	32414489	32415225	hypomethylated
CGI_12434	32	0.0422510172143975	1278	NC_086032.1	32571968	32572504	hypomethylated
CGI_12435	29	0.891825627817128	1553	NC_086032.1	32947044	32947602	hypermethylated
CGI_12436	74	0.0728912350597609	2510	NC_086032.1	32977678	32978641	hypomethylated
CGI_12437	57	0.0515350877192982	912	NC_086032.1	33407328	33408136	hypomethylated
CGI_12438	89	0.137677904118009	3254	NC_086032.1	33479433	33480439	hypomethylated
CGI_12439	117	0.0795131317403256	4729	NC_086032.1	33511160	33512207	hypomethylated
CGI_1244	36	0.895446112600537	746	NC_086019.1	205609635	205610161	hypermethylated
CGI_12440	27	0.873841280148423	1078	NC_086032.1	33948392	33948937	hypermethylated
CGI_12441	73	0.0391002300361486	3043	NC_086032.1	34029162	34030068	hypomethylated
CGI_12442	30	0.101844161545215	1139	NC_086032.1	34037191	34037709	hypomethylated
CGI_12443	91	0.062315342405619	4556	NC_086032.1	34372690	34373696	hypomethylated
CGI_12444	21	0.616014733178654	862	NC_086032.1	34468410	34469115	hypermethylated
CGI_12445	49	0.028343072702332	2187	NC_086032.1	34481762	34482483	hypomethylated
CGI_12446	83	0.0454171310629515	1938	NC_086032.1	34503764	34504548	hypomethylated
CGI_12447	43	0.304877716186253	1804	NC_086032.1	34912443	34913012	intermediate
CGI_12448	55	0.0846289021956088	2505	NC_086032.1	34917306	34918033	hypomethylated
CGI_12449	34	0.0439972685887709	1318	NC_086032.1	35075747	35076326	hypomethylated
CGI_1245	32	0.0233115646258503	1029	NC_086019.1	205663684	205664240	hypomethylated
CGI_12450	101	0.0727597467097095	4027	NC_086032.1	35076449	35077764	hypomethylated
CGI_12451	183	0.0810758948137327	6845	NC_086032.1	35310340	35312001	hypomethylated
CGI_12452	41	0.568511656441718	978	NC_086032.1	35397857	35398723	intermediate
CGI_12453	19	0.847589473684211	912	NC_086032.1	35489436	35489995	hypermethylated
CGI_12454	89	0.203544431101771	3331	NC_086032.1	35550678	35551655	intermediate
CGI_12455	79	0.133074082721815	2998	NC_086032.1	35557150	35558092	hypomethylated
CGI_12456	105	0.0557547540983607	4270	NC_086032.1	35657884	35659003	hypomethylated
CGI_12457	47	0.0655217391304348	1679	NC_086032.1	35706378	35707082	hypomethylated
CGI_12458	79	0.057721100671141	3725	NC_086032.1	35979814	35980749	hypomethylated
CGI_12459	38	0.489096860031932	1879	NC_086032.1	36035555	36036198	intermediate
CGI_1246	59	0.0424891275167785	2235	NC_086019.1	205670820	205671588	hypomethylated
CGI_12460	36	0.0503331543624161	1490	NC_086032.1	36402751	36403400	hypomethylated
CGI_12461	45	0.067752571711177	2022	NC_086032.1	36944392	36944940	hypomethylated
CGI_12462	25	0.958265097690941	1126	NC_086032.1	38297984	38298490	hypermethylated
CGI_12463	34	0.0813868965517242	1450	NC_086032.1	38874438	38874994	hypomethylated
CGI_12464	51	0.0588477931341953	2243	NC_086032.1	38910890	38911529	hypomethylated
CGI_12465	23	0.78969705573081	951	NC_086032.1	38972600	38973217	hypermethylated
CGI_12466	128	0.10514506262744	3433	NC_086032.1	39127015	39128485	hypomethylated
CGI_12467	61	0.0717790129611166	2006	NC_086032.1	40668678	40669412	hypomethylated
CGI_12468	94	0.082902187415609	3703	NC_086032.1	40921112	40922215	hypomethylated
CGI_12469	56	0.0536906935123043	2235	NC_086032.1	40922023	40922679	hypomethylated
CGI_1247	46	0.0609448247078464	1198	NC_086019.1	205710906	205711563	hypomethylated
CGI_12470	203	0.0710268182793392	4661	NC_086032.1	41106296	41107913	hypomethylated
CGI_12471	80	0.0354033826164875	4464	NC_086032.1	41224196	41225226	hypomethylated
CGI_12472	47	0.0630065091863517	1905	NC_086032.1	41264054	41264754	hypomethylated
CGI_12473	45	0.102454491462509	1347	NC_086032.1	41291802	41292388	hypomethylated
CGI_12474	31	0.441968898809524	1344	NC_086032.1	41418700	41419298	intermediate
CGI_12475	32	0.838467017280241	1331	NC_086032.1	41421058	41421592	hypermethylated
CGI_12476	83	0.105338222498446	3218	NC_086032.1	41422168	41423064	hypomethylated
CGI_12477	61	0.117191233920915	2099	NC_086032.1	41778518	41779215	hypomethylated
CGI_12478	44	0.0230144219977553	1782	NC_086032.1	41848730	41849371	hypomethylated
CGI_12479	39	0.0545116065109696	1413	NC_086032.1	41909894	41910466	hypomethylated
CGI_1248	78	0.0396069056603774	2650	NC_086019.1	205728787	205729527	hypomethylated
CGI_12480	100	0.05890871545703	3293	NC_086032.1	41911553	41912585	hypomethylated
CGI_12481	49	0.135710737812912	1518	NC_086032.1	42288472	42289086	hypomethylated
CGI_12482	29	0.874912214863871	1359	NC_086032.1	42360630	42361212	hypermethylated
CGI_12483	28	0.873436552872606	1201	NC_086032.1	42365771	42366332	hypermethylated
CGI_12484	41	0.301125407779172	1594	NC_086032.1	42408039	42408623	intermediate
CGI_12485	49	0.878924410377358	2544	NC_086032.1	42535168	42535963	hypermethylated
CGI_12486	204	0.0700649995153629	10317	NC_086032.1	42832068	42833872	hypomethylated
CGI_12487	238	0.0483175586458773	7119	NC_086032.1	42904567	42906567	hypomethylated
CGI_12488	96	0.0748228220203099	3742	NC_086032.1	43071495	43072521	hypomethylated
CGI_12489	87	0.0538855125523013	1912	NC_086032.1	43136510	43137576	hypomethylated
CGI_1249	30	0.0184260911736178	1031	NC_086019.1	205729470	205729977	hypomethylated
CGI_12490	52	0.0532022606382979	1504	NC_086032.1	43202325	43202967	hypomethylated
CGI_12491	64	0.0430006143667297	2116	NC_086032.1	43247209	43248110	hypomethylated
CGI_12492	25	0.83261330472103	466	NC_086032.1	43280892	43281407	hypermethylated
CGI_12493	58	0.0342050099403579	2515	NC_086032.1	43319717	43320450	hypomethylated
CGI_12494	28	0.0323778720123362	1297	NC_086032.1	43459637	43460143	hypomethylated
CGI_12495	31	0.888979982517482	1144	NC_086032.1	43496165	43496731	hypermethylated
CGI_12496	85	0.0390226172839506	2025	NC_086032.1	43559179	43560107	hypomethylated
CGI_12497	70	0.0538224899598393	2490	NC_086032.1	43699291	43700164	hypomethylated
CGI_12498	100	0.0647831358709352	3967	NC_086032.1	43858733	43859672	hypomethylated
CGI_12499	93	0.0759593014024875	3779	NC_086032.1	43859598	43860447	hypomethylated
CGI_125	47	0.0823118679481822	2393	NC_086019.1	30335168	30335848	hypomethylated
CGI_1250	60	0.0394660922734853	1799	NC_086019.1	205750145	205750936	hypomethylated
CGI_12500	85	0.0666013812154696	3258	NC_086032.1	44413007	44413924	hypomethylated
CGI_12501	38	0.0535621894409938	1288	NC_086032.1	44487871	44488377	hypomethylated
CGI_12502	35	0.0250141501294219	1159	NC_086032.1	44488290	44488801	hypomethylated
CGI_12503	84	0.0479961338868708	3854	NC_086032.1	44671867	44672919	hypomethylated
CGI_12504	60	0.0912186866460996	2269	NC_086032.1	44831285	44832009	hypomethylated
CGI_12505	81	0.16105773620799	3154	NC_086032.1	45023416	45024483	hypomethylated
CGI_12506	30	0.911970171149144	1227	NC_086032.1	45750969	45751563	hypermethylated
CGI_12507	33	0.0145704918032787	1647	NC_086032.1	45768355	45768888	hypomethylated
CGI_12508	33	0.942027930174564	1604	NC_086032.1	46103732	46104304	hypermethylated
CGI_12509	51	0.0991537846481876	1876	NC_086032.1	46120515	46121163	hypomethylated
CGI_1251	55	0.05311390625	1920	NC_086019.1	205763326	205763959	hypomethylated
CGI_12510	24	0.809353703703703	918	NC_086032.1	46129646	46130161	hypermethylated
CGI_12511	31	0.909348563006632	1357	NC_086032.1	50618761	50619300	hypermethylated
CGI_12512	26	0.878225195530726	1790	NC_086032.1	50755126	50755647	hypermethylated
CGI_12513	93	0.0671224410469034	3859	NC_086032.1	50921270	50922228	hypomethylated
CGI_12514	34	0.9181156545961	1795	NC_086032.1	51759307	51759862	hypermethylated
CGI_12515	29	0.910550310008857	1129	NC_086032.1	53252538	53253093	hypermethylated
CGI_12516	43	0.976257874905803	2654	NC_086032.1	54879070	54879657	hypermethylated
CGI_12517	128	0.100411568322981	3864	NC_086032.1	57110992	57112533	hypomethylated
CGI_12518	52	0.0386133821571239	1502	NC_086032.1	57112948	57113639	hypomethylated
CGI_12519	43	0.0225140675241158	1244	NC_086032.1	57113773	57114401	hypomethylated
CGI_1252	32	0.0436645293315143	733	NC_086019.1	205802488	205803051	hypomethylated
CGI_12520	29	0.847299496644295	1192	NC_086032.1	57726784	57727342	hypermethylated
CGI_12522	138	0.0603329582929195	5155	NC_086032.1	61216421	61217623	hypomethylated
CGI_12523	119	0.0583243270799347	4904	NC_086032.1	61614451	61615588	hypomethylated
CGI_12524	67	0.0528481259370315	2668	NC_086032.1	61616127	61616848	hypomethylated
CGI_12525	44	0.0380013407821229	1790	NC_086032.1	61935201	61935784	hypomethylated
CGI_12526	51	0.979042714570858	2004	NC_086032.1	61942138	61942757	hypermethylated
CGI_12527	114	0.076994121543302	6039	NC_086032.1	61987861	61989014	hypomethylated
CGI_12528	40	0.93152723470988	1913	NC_086032.1	62142921	62143457	hypermethylated
CGI_12529	45	0.0456747193186218	2583	NC_086032.1	62370210	62370858	hypomethylated
CGI_1253	38	0.160661023054755	1388	NC_086019.1	205825908	205826445	hypomethylated
CGI_12530	35	0.0685915764139591	1662	NC_086032.1	62419183	62419733	hypomethylated
CGI_12531	75	0.0534773179252889	3721	NC_086032.1	62460923	62461681	hypomethylated
CGI_12532	48	0.0579458333333333	1968	NC_086032.1	62524048	62524674	hypomethylated
CGI_12533	87	0.0517465832205683	2956	NC_086032.1	62628293	62629045	hypomethylated
CGI_12534	58	0.0753506431459022	2721	NC_086032.1	62722399	62723042	hypomethylated
CGI_12535	46	0.906573737373738	792	NC_086032.1	62823546	62824185	hypermethylated
CGI_12536	93	0.0693578080456129	3157	NC_086032.1	62999577	63000613	hypomethylated
CGI_12537	76	0.0672153799576143	3303	NC_086032.1	63073609	63074331	hypomethylated
CGI_12538	54	0.0370433470507544	2187	NC_086032.1	63075390	63076049	hypomethylated
CGI_12539	50	0.0298536203522505	2044	NC_086032.1	63075851	63076447	hypomethylated
CGI_1254	63	0.171720245901639	2440	NC_086019.1	205827898	205828729	hypomethylated
CGI_12540	120	0.0531634917438582	4966	NC_086032.1	65087090	65088241	hypomethylated
CGI_12541	24	0.867352435233161	965	NC_086032.1	65529299	65529807	hypermethylated
CGI_12542	55	0.122787367178276	1694	NC_086032.1	65593269	65593945	hypomethylated
CGI_12543	33	0.0627326045627376	1052	NC_086032.1	66769199	66769723	hypomethylated
CGI_12544	34	0.0523924713584288	611	NC_086032.1	67165149	67165682	hypomethylated
CGI_12545	70	0.031378897338403	1052	NC_086032.1	67168069	67168890	hypomethylated
CGI_12546	25	0.841344871794872	624	NC_086032.1	67802227	67802768	hypermethylated
CGI_12548	143	0.0632490196078431	6783	NC_086032.1	69483794	69485049	hypomethylated
CGI_12549	76	0.0483116134060795	2566	NC_086032.1	69644988	69646046	hypomethylated
CGI_1255	144	0.0497927300265051	5282	NC_086019.1	205864531	205866007	hypomethylated
CGI_12550	49	0.0564663244353183	1948	NC_086032.1	69815635	69816352	hypomethylated
CGI_12551	70	0.0479358716660224	2587	NC_086032.1	69839264	69840144	hypomethylated
CGI_12552	56	0.0362070939334638	2044	NC_086032.1	69882313	69883116	hypomethylated
CGI_12553	180	0.0435053754369049	8297	NC_086032.1	71085076	71086662	hypomethylated
CGI_12554	45	0.0401377777777778	1620	NC_086032.1	71202816	71203449	hypomethylated
CGI_12555	31	0.0449771582733813	1112	NC_086032.1	71203321	71203834	hypomethylated
CGI_12556	118	0.0512022222222222	5760	NC_086032.1	71521191	71522210	hypomethylated
CGI_12557	203	0.0696158808933003	6851	NC_086032.1	72049959	72051694	hypomethylated
CGI_12558	141	0.0812109771573603	4728	NC_086032.1	72051547	72052787	hypomethylated
CGI_12559	71	0.0412459319099827	3466	NC_086032.1	73320600	73321510	hypomethylated
CGI_1256	39	0.0182653506187389	1697	NC_086019.1	205922984	205923598	hypomethylated
CGI_12560	90	0.0587603519668737	3864	NC_086032.1	73395729	73396745	hypomethylated
CGI_12561	53	0.931265676274944	2255	NC_086032.1	73397779	73398489	hypermethylated
CGI_12562	38	0.930143698630137	1460	NC_086032.1	73403702	73404452	hypermethylated
CGI_12563	55	0.0671632132739781	2471	NC_086032.1	75398524	75399324	hypomethylated
CGI_12564	85	0.0913328742297934	2759	NC_086032.1	76336845	76337782	hypomethylated
CGI_12565	108	0.0386672139830509	3776	NC_086032.1	76469849	76470938	hypomethylated
CGI_12566	54	0.977475537359263	1954	NC_086032.1	76702961	76703642	hypermethylated
CGI_12567	55	0.117758608815427	1452	NC_086032.1	76744184	76744898	hypomethylated
CGI_12568	69	0.0738381637168142	3616	NC_086032.1	76802553	76803372	hypomethylated
CGI_12569	87	0.0553342181004157	3127	NC_086032.1	76860565	76861424	hypomethylated
CGI_1257	39	0.0290156904889844	1861	NC_086019.1	205941902	205942441	hypomethylated
CGI_12570	48	0.0409807955002009	2489	NC_086032.1	76973433	76974109	hypomethylated
CGI_12571	35	0.284507912457912	594	NC_086032.1	77183148	77183707	intermediate
CGI_12572	26	0.482182897862233	421	NC_086032.1	77184165	77184668	intermediate
CGI_12573	55	0.164981680161943	988	NC_086032.1	77185440	77186109	hypomethylated
CGI_12574	45	0.174393902439024	820	NC_086032.1	77186380	77187053	hypomethylated
CGI_12575	30	0.9115542997543	814	NC_086032.1	77192945	77193458	hypermethylated
CGI_12576	32	0.77183541295306	1683	NC_086032.1	77537183	77537825	hypermethylated
CGI_12577	44	0.0728462490895848	1373	NC_086032.1	77680746	77681320	hypomethylated
CGI_12578	56	0.0488170136396267	1393	NC_086032.1	77776728	77777440	hypomethylated
CGI_12579	122	0.0833047909673481	3277	NC_086032.1	77780294	77781368	hypomethylated
CGI_1258	51	0.0481148474178404	1704	NC_086019.1	205975418	205976145	hypomethylated
CGI_12580	63	0.319994739726028	1825	NC_086032.1	77857898	77858671	intermediate
CGI_12581	49	0.292770883054893	1257	NC_086032.1	77925643	77926328	intermediate
CGI_12582	62	0.0594499524262607	2102	NC_086032.1	77991091	77991798	hypomethylated
CGI_12583	41	0.892388307155323	1719	NC_086032.1	78059164	78059840	hypermethylated
CGI_12584	49	0.0776182952182952	1443	NC_086032.1	78154413	78154987	hypomethylated
CGI_12585	117	0.064835514294135	3393	NC_086032.1	78155543	78156526	hypomethylated
CGI_12586	92	0.0509697021764032	1746	NC_086032.1	78226910	78227911	hypomethylated
CGI_12587	84	0.0418319298245614	3705	NC_086032.1	78267530	78268532	hypomethylated
CGI_12588	104	0.0595322848973226	3847	NC_086032.1	78318855	78319795	hypomethylated
CGI_12589	55	0.0511874727668845	1836	NC_086032.1	78401038	78401747	hypomethylated
CGI_1259	58	0.0696776069197501	2081	NC_086019.1	205982007	205982831	hypomethylated
CGI_12590	198	0.0387922663252241	7810	NC_086032.1	78502725	78504581	hypomethylated
CGI_12591	51	0.045122893165229	1507	NC_086032.1	78522417	78523099	hypomethylated
CGI_12592	35	0.0355062380038388	1042	NC_086032.1	78522917	78523470	hypomethylated
CGI_12593	102	0.0952652943177951	2939	NC_086032.1	78595809	78596950	hypomethylated
CGI_12594	45	0.073770486656201	1911	NC_086032.1	79214660	79215277	hypomethylated
CGI_12595	74	0.115634581976113	1842	NC_086032.1	79293402	79294217	hypomethylated
CGI_12596	33	0.0239224594363792	1171	NC_086032.1	79400674	79401197	hypomethylated
CGI_12597	55	0.051772570390554	2202	NC_086032.1	79406590	79407454	hypomethylated
CGI_12598	43	0.935007856450048	1031	NC_086032.1	79578652	79579174	hypermethylated
CGI_12599	52	0.138838282504013	1246	NC_086032.1	79580799	79581443	hypomethylated
CGI_126	87	0.941469120654397	3912	NC_086019.1	30471684	30472856	hypermethylated
CGI_1260	53	0.130232041343669	1935	NC_086019.1	205988674	205989258	hypomethylated
CGI_12600	117	0.134294600280505	2852	NC_086032.1	79586012	79587120	hypomethylated
CGI_12601	150	0.821635179814385	3448	NC_086032.1	79589103	79590443	hypermethylated
CGI_12602	105	0.947689392831016	2734	NC_086032.1	79696044	79697089	hypermethylated
CGI_12603	180	0.682236725948147	4667	NC_086032.1	79697000	79698592	hypermethylated
CGI_12604	75	0.0292700418021366	2153	NC_086032.1	79923461	79924225	hypomethylated
