chrom,chr,pos,cov,log2r
NC_086022.1,chr4,97950000,58.167,0.395182072024918
NC_086022.1,chr4,97970000,50.6975,0.198706216300112
NC_086022.1,chr4,97990000,42.23475,-0.0619574655276831
NC_086022.1,chr4,98010000,25.51275,-0.778148222815863
NC_086022.1,chr4,98030000,50.95825,0.206035246401897
NC_086022.1,chr4,98050000,57.99425,0.390927666256409
NC_086022.1,chr4,98070000,88.7255,1.00008893272991
NC_086022.1,chr4,98090000,86.887,0.970051527146478
NC_086022.1,chr4,98110000,34.79575,-0.337872670650627
NC_086022.1,chr4,98130000,42.25925,-0.0611305997951322
NC_086022.1,chr4,98150000,50.74775,0.200121517285149
NC_086022.1,chr4,98170000,49.6225,0.168091226796743
NC_086022.1,chr4,98190000,45.068,0.0306539033054606
NC_086022.1,chr4,98210000,33.17775,-0.405571392494407
NC_086022.1,chr4,98230000,27.25775,-0.684476518069914
NC_086022.1,chr4,98250000,66.40975,0.584849305681098
NC_086022.1,chr4,98270000,27.0255,-0.696598377565485
NC_086022.1,chr4,98290000,24.053,-0.861467837595996
NC_086022.1,chr4,98310000,50.97075,0.206385656647791
NC_086022.1,chr4,98330000,48.9375,0.148238641473942
NC_086022.1,chr4,98350000,36.986,-0.251015259216413
NC_086022.1,chr4,98370000,25.3085,-0.789520854236661
NC_086022.1,chr4,98390000,45.711,0.0508691614628775
NC_086022.1,chr4,98410000,32.39275,-0.439597518305153
NC_086022.1,chr4,98430000,28.1915,-0.636743753515125
NC_086022.1,chr4,98450000,40.4875,-0.122183151493152
NC_086022.1,chr4,98470000,38.6975,-0.186605505317379
NC_086022.1,chr4,98490000,34.2385,-0.360831687940041
NC_086022.1,chr4,98510000,36.31775,-0.27696568446078
NC_086022.1,chr4,98530000,29.40675,-0.57689600842119
NC_086022.1,chr4,98550000,33.458,-0.393615656094785
NC_086022.1,chr4,98570000,49.9385,0.177158223614529
NC_086022.1,chr4,98590000,46.36525,0.0711514306031809
NC_086022.1,chr4,98610000,45.8825,0.056213434709849
NC_086022.1,chr4,98630000,46.449,0.0737272811114326
NC_086022.1,chr4,98650000,43.87325,-0.00767692474440587
NC_086022.1,chr4,98670000,45.44375,0.0425014684129406
NC_086022.1,chr4,98690000,45.00975,0.0288085130188102
NC_086022.1,chr4,98710000,50.77025,0.20075478439807
NC_086022.1,chr4,98730000,42.38925,-0.056751060180481
NC_086022.1,chr4,98750000,36.8075,-0.257901460656995
NC_086022.1,chr4,98770000,43.86575,-0.00792079075219116
NC_086022.1,chr4,98790000,52.4095,0.246159636087576
NC_086022.1,chr4,98810000,48.31625,0.129994325332105
NC_086022.1,chr4,98830000,43.891,-0.00709993936308162
NC_086022.1,chr4,98850000,43.7205,-0.0126518103512363
NC_086022.1,chr4,98870000,40.535,-0.12051219481412
NC_086022.1,chr4,98890000,38.25625,-0.202938163739609
NC_086022.1,chr4,98910000,44.01325,-0.00313230947113784
NC_086022.1,chr4,98930000,46.01625,0.0603676476577105
NC_086022.1,chr4,98950000,55.44675,0.326687177995141
NC_086022.1,chr4,98970000,49.5485,0.165959682688239
NC_086022.1,chr4,98990000,60.989,0.462961196245176
NC_086022.1,chr4,99010000,42.25475,-0.0612824375688299
NC_086022.1,chr4,99030000,42.38225,-0.0569865431861097
NC_086022.1,chr4,99050000,20.851,-1.06306350630998
NC_086022.1,chr4,99070000,31.602,-0.474703966022539
NC_086022.1,chr4,99090000,52.6715,0.253286018178301
NC_086022.1,chr4,99110000,52.6,0.251344712917941
NC_086022.1,chr4,99130000,49.3525,0.160298706505273
NC_086022.1,chr4,99150000,60.7815,0.45808446272965
NC_086022.1,chr4,99170000,47.38425,0.102184057257124
NC_086022.1,chr4,99190000,46.86175,0.0863552409144395
NC_086022.1,chr4,99210000,44.01725,-0.00300267344376674
NC_086022.1,chr4,99230000,61.95275,0.485397951728344
NC_086022.1,chr4,99250000,11.29225,-1.91952813258071
NC_086022.1,chr4,99270000,0,-6.47929524299885
NC_086022.1,chr4,99290000,4.28275,-3.22145486108013
NC_086022.1,chr4,99310000,0.21425,-5.96479420672457
NC_086022.1,chr4,99330000,1.13275,-4.77199133475158
NC_086022.1,chr4,99350000,10.49975,-2.01989641325781
NC_086022.1,chr4,99370000,37.6395,-0.226081217734253
NC_086022.1,chr4,99390000,27.7245,-0.660419124381937
NC_086022.1,chr4,99410000,36.83125,-0.256983331444554
NC_086022.1,chr4,99430000,10.525,-2.01658849232869
NC_086022.1,chr4,99450000,0.30325,-5.79537426218953
NC_086022.1,chr4,99470000,0.49475,-5.4868893439672
NC_086022.1,chr4,99490000,7.916,-2.40616053836864
NC_086022.1,chr4,99510000,0.55425,-5.4030782213818
NC_086022.1,chr4,99530000,2.5805,-3.85613070734626
NC_086022.1,chr4,99550000,13.9235,-1.62894585732283
NC_086022.1,chr4,99570000,43.153,-0.0312863433656376
NC_086022.1,chr4,99590000,37.1365,-0.245234676990346
NC_086022.1,chr4,99610000,28.8525,-0.603883762868085
NC_086022.1,chr4,99630000,47.74775,0.113094516766023
NC_086022.1,chr4,99650000,37.51,-0.230988122911609
NC_086022.1,chr4,99670000,58.7615,0.409727995487294
NC_086022.1,chr4,99690000,29.97275,-0.549847446828855
NC_086022.1,chr4,99710000,56.31125,0.348809498380904
NC_086022.1,chr4,99730000,34.59975,-0.34590639322395
NC_086022.1,chr4,99750000,19.63375,-1.14775124249188
NC_086022.1,chr4,99770000,13.31025,-1.69162771189745
NC_086022.1,chr4,99790000,39.83125,-0.145469027741995
NC_086022.1,chr4,99810000,41.638,-0.0822453071066121
NC_086022.1,chr4,99830000,58.08475,0.393158022293009
NC_086022.1,chr4,99850000,55.96025,0.33986836879092
NC_086022.1,chr4,99870000,39.2395,-0.166793427311987
NC_086022.1,chr4,99890000,44.734,0.0200404296620306
NC_086022.1,chr4,99910000,41.35475,-0.0919757878788765
NC_086022.1,chr4,99930000,37.313,-0.238484834003802
NC_086022.1,chr4,99950000,55.02075,0.315659908528973
NC_086022.1,chr4,99970000,38.8795,-0.179922354599291
NC_086022.1,chr4,99990000,42.8545,-0.0411854017059997
NC_086022.1,chr4,100010000,20.7455,-1.07020985110505
NC_086022.1,chr4,100030000,29.271,-0.58345946597757
NC_086022.1,chr4,100050000,52.05825,0.236550091811444
NC_086022.1,chr4,100070000,37.21425,-0.242257411887133
NC_086022.1,chr4,100090000,14.4065,-1.581425591053
NC_086022.1,chr4,100110000,27.95825,-0.648520200018944
NC_086022.1,chr4,100130000,54.688,0.306987455440153
NC_086022.1,chr4,100150000,59.23575,0.421227450232983
NC_086022.1,chr4,100170000,65.28675,0.560429894295926
NC_086022.1,chr4,100190000,56.5675,0.355302215032495
NC_086022.1,chr4,100210000,93.15725,1.07002352958374
NC_086022.1,chr4,100230000,159.46925,1.84235555728821
NC_086022.1,chr4,100250000,84.29775,0.926658837114408
NC_086022.1,chr4,100270000,38.534,-0.192635837923048
NC_086022.1,chr4,100290000,4.87825,-3.0521584246833
NC_086022.1,chr4,100310000,30.4015,-0.529690277941782
NC_086022.1,chr4,100330000,57.85575,0.387507668708527
NC_086022.1,chr4,100350000,53.18625,0.267185487642845
NC_086022.1,chr4,100370000,48.02225,0.121279302358891
NC_086022.1,chr4,100390000,36.915,-0.25375037299548
NC_086022.1,chr4,100410000,0.9635,-4.92987249725219
NC_086022.1,chr4,100430000,0,-6.47929524299885
NC_086022.1,chr4,100450000,0,-6.47929524299885
NC_086022.1,chr4,100470000,0.7385,-5.17070137441457
NC_086022.1,chr4,100490000,26.11225,-0.7452766562927
NC_086022.1,chr4,100510000,69.34375,0.64676387307183
NC_086022.1,chr4,100530000,58.39625,0.400808630619394
NC_086022.1,chr4,100550000,37.9175,-0.215603508726815
NC_086022.1,chr4,100570000,6.30925,-2.71179934063048
NC_086022.1,chr4,100590000,19.338,-1.16910056268531
NC_086022.1,chr4,100610000,52.2225,0.24105163369291
NC_086022.1,chr4,100630000,84.58225,0.931491037760212
NC_086022.1,chr4,100650000,52.91475,0.259871036001288
NC_086022.1,chr4,100670000,45.21325,0.0352452434011106
NC_086022.1,chr4,100690000,55.79325,0.335594794170123
NC_086022.1,chr4,100710000,41.2155,-0.0967836105279201
NC_086022.1,chr4,100730000,98.848,1.1551237763929
NC_086022.1,chr4,100750000,71.6125,0.692882210174841
NC_086022.1,chr4,100770000,54.6555,0.306137607643323
NC_086022.1,chr4,100790000,45.46675,0.043223518377484
NC_086022.1,chr4,100810000,47.82925,0.115529458289235
NC_086022.1,chr4,100830000,51.67,0.225853285254169
NC_086022.1,chr4,100850000,49.0905,0.152696623396054
NC_086022.1,chr4,100870000,41.02875,-0.103256700281869
NC_086022.1,chr4,100890000,45.0405,0.0297829831425933
NC_086022.1,chr4,100910000,45.964,0.0587462103348134
NC_086022.1,chr4,100930000,46.6845,0.0809458672886109
NC_086022.1,chr4,100950000,50.23325,0.185564435158618
NC_086022.1,chr4,100970000,47.943,0.118921063557915
NC_086022.1,chr4,100990000,46.6455,0.0797529252807542
NC_086022.1,chr4,101010000,54.946,0.313716236742276
NC_086022.1,chr4,101030000,48.63275,0.139317842052769
NC_086022.1,chr4,101050000,41.9045,-0.0731497752287473
NC_086022.1,chr4,101070000,26.44775,-0.727202327799872
NC_086022.1,chr4,101090000,19.35475,-1.16788295275054
NC_086022.1,chr4,101110000,38.45475,-0.195567892132003
NC_086022.1,chr4,101130000,47.107,0.0938065708586089
NC_086022.1,chr4,101150000,41.90075,-0.0732773641788856
NC_086022.1,chr4,101170000,53.787,0.28323961196294
NC_086022.1,chr4,101190000,45.37025,0.0401916222422721
NC_086022.1,chr4,101210000,54.77375,0.309227346164436
NC_086022.1,chr4,101230000,52.5875,0.251005055461189
NC_086022.1,chr4,101250000,48.3675,0.131508151892401
NC_086022.1,chr4,101270000,46.25825,0.0678537876698291
NC_086022.1,chr4,101290000,42.912,-0.0392732587246681
NC_086022.1,chr4,101310000,48.6065,0.138546851929684
NC_086022.1,chr4,101330000,46.20975,0.0663565754525353
NC_086022.1,chr4,101350000,48.738,0.142405014021974
NC_086022.1,chr4,101370000,53.18825,0.267239232062276
NC_086022.1,chr4,101390000,39.4865,-0.157854139872271
NC_086022.1,chr4,101410000,43.146,-0.0315177060458027
NC_086022.1,chr4,101430000,46.78175,0.0839162856611143
NC_086022.1,chr4,101450000,57.54675,0.379848145678049
NC_086022.1,chr4,101470000,60.6345,0.454619617073085
NC_086022.1,chr4,101490000,62.91675,0.507496795570784
NC_086022.1,chr4,101510000,44.2115,0.00327879871428773
NC_086022.1,chr4,101530000,22.688,-0.943988757386425
NC_086022.1,chr4,101550000,13.058,-1.71822277221021
NC_086022.1,chr4,101570000,0,-6.47929524299885
NC_086022.1,chr4,101590000,0.84175,-5.05517935488787
NC_086022.1,chr4,101610000,0,-6.47929524299885
NC_086022.1,chr4,101630000,0.23075,-5.93184541385489
NC_086022.1,chr4,101650000,18.65425,-1.2197026111236
NC_086022.1,chr4,101670000,15.423,-1.48625497319871
NC_086022.1,chr4,101690000,48.93175,0.148070834061739
NC_086022.1,chr4,101710000,42.79775,-0.0430750919396863
NC_086022.1,chr4,101730000,35.89475,-0.293636793710314
NC_086022.1,chr4,101750000,41.84225,-0.0752692142030395
NC_086022.1,chr4,101770000,47.623,0.109359435179993
NC_086022.1,chr4,101790000,37.7735,-0.221021310816652
NC_086022.1,chr4,101810000,25.9615,-0.753472303379835
NC_086022.1,chr4,101830000,36.7755,-0.259139443686406
NC_086022.1,chr4,101850000,33.8525,-0.3769520532498
NC_086022.1,chr4,101870000,49.537,0.165628146290994
NC_086022.1,chr4,101890000,38.23225,-0.203831836532049
NC_086022.1,chr4,101910000,27.8995,-0.6515016181657
NC_086022.1,chr4,101930000,29.39125,-0.577643918840756
NC_086022.1,chr4,101950000,45.57925,0.0467500871130458
NC_086022.1,chr4,101970000,51.8365,0.230450299364265
NC_086022.1,chr4,101990000,45.01175,0.0288719132062878
NC_086022.1,chr4,102010000,46.86575,0.0864770805104803
NC_086022.1,chr4,102030000,37.39375,-0.235407230785321
NC_086022.1,chr4,102050000,54.46325,0.301100165728951
NC_086022.1,chr4,102070000,50.30675,0.18765303283491
NC_086022.1,chr4,102090000,49.56125,0.166327166612048
NC_086022.1,chr4,102110000,45.16375,0.0336821933664307
NC_086022.1,chr4,102130000,41.88525,-0.0738048515797041
NC_086022.1,chr4,102150000,43.75575,-0.0115022362478559
NC_086022.1,chr4,102170000,45.53725,0.045434509645032
NC_086022.1,chr4,102190000,46.6685,0.080456574507767
NC_086022.1,chr4,102210000,53.16975,0.26674201977217
NC_086022.1,chr4,102230000,67.36325,0.605263374872972
NC_086022.1,chr4,102250000,51.59975,0.223909301654761
NC_086022.1,chr4,102270000,58.51375,0.403683988492649
NC_086022.1,chr4,102290000,62.436,0.496518340605158
NC_086022.1,chr4,102310000,49.30625,0.158959643945661
NC_086022.1,chr4,102330000,37.509,-0.23102607908154
NC_086022.1,chr4,102350000,48.3725,0.131655757278338
NC_086022.1,chr4,102370000,51.8775,0.23158005278213
NC_086022.1,chr4,102390000,43.323,-0.0256788975356348
NC_086022.1,chr4,102410000,51.051,0.208633265535202
NC_086022.1,chr4,102430000,56.467,0.352759284793873
NC_086022.1,chr4,102450000,60.98125,0.462779349228005
NC_086022.1,chr4,102470000,57.0655,0.367837290451315
NC_086022.1,chr4,102490000,65.83275,0.572354189751166
NC_086022.1,chr4,102510000,70.23875,0.665133577787192
NC_086022.1,chr4,102530000,59.8675,0.436404907929259
NC_086022.1,chr4,102550000,37.04925,-0.248583056139893
NC_086022.1,chr4,102570000,50.57325,0.195200718452005
NC_086022.1,chr4,102590000,48.59775,0.138289763633787
NC_086022.1,chr4,102610000,42.30425,-0.0596131003280539
NC_086022.1,chr4,102630000,70.4325,0.669079647839364
NC_086022.1,chr4,102650000,52.4815,0.248121541423286
NC_086022.1,chr4,102670000,30.88675,-0.507211498026365
NC_086022.1,chr4,102690000,50.95425,0.205923097145656
NC_086022.1,chr4,102710000,50.138,0.182853277052441
NC_086022.1,chr4,102730000,55.14375,0.318852502611539
NC_086022.1,chr4,102750000,73.42,0.728597608642483
NC_086022.1,chr4,102770000,36.3035,-0.27752417551029
NC_086022.1,chr4,102790000,40.49025,-0.122086359098534
NC_086022.1,chr4,102810000,48.56725,0.137393268953136
NC_086022.1,chr4,102830000,94.20975,1.08614580506464
NC_086022.1,chr4,102850000,49.97575,0.178223294062239
NC_086022.1,chr4,102870000,43.2165,-0.0291892465245841
NC_086022.1,chr4,102890000,43.5115,-0.0194866056068529
NC_086022.1,chr4,102910000,49.25375,0.157438119303896
NC_086022.1,chr4,102930000,35.59275,-0.305658078020844
NC_086022.1,chr4,102950000,31.678,-0.471292488916181
NC_086022.1,chr4,102970000,39.33075,-0.16348450267769
NC_086022.1,chr4,102990000,36.1855,-0.28215719980314
NC_086022.1,chr4,103010000,42.4155,-0.055868341076823
NC_086022.1,chr4,103030000,43.554,-0.0180941296884102
NC_086022.1,chr4,103050000,45.03875,0.029727543153312
NC_086022.1,chr4,103070000,44.48575,0.0121009275508091
NC_086022.1,chr4,103090000,24.6895,-0.824544662588743
NC_086022.1,chr4,103110000,30.8295,-0.509845402765003
NC_086022.1,chr4,103130000,43.727,-0.0124397632547632
NC_086022.1,chr4,103150000,49.22025,0.156466402358827
NC_086022.1,chr4,103170000,57.2265,0.371866608228227
NC_086022.1,chr4,103190000,66.5075,0.58695543413419
NC_086022.1,chr4,103210000,50.06425,0.1807505811519
NC_086022.1,chr4,103230000,37.2,-0.242802624617548
NC_086022.1,chr4,103250000,30.49675,-0.525250190827516
NC_086022.1,chr4,103270000,21.359,-1.02913974563966
NC_086022.1,chr4,103290000,25.18925,-0.79620237687141
NC_086022.1,chr4,103310000,47.04325,0.091873379456202
NC_086022.1,chr4,103330000,31.67775,-0.4713036976663
NC_086022.1,chr4,103350000,47.03975,0.0917671684059535
NC_086022.1,chr4,103370000,33.55425,-0.389532289042938
NC_086022.1,chr4,103390000,35.048,-0.327598754827953
NC_086022.1,chr4,103410000,22.54025,-0.953210777173126
NC_086022.1,chr4,103430000,46.233,0.0670745051023554
NC_086022.1,chr4,103450000,43.4885,-0.0202407416681256
NC_086022.1,chr4,103470000,10.15025,-2.06647985197709
NC_086022.1,chr4,103490000,89.78,1.01703927041826
NC_086022.1,chr4,103510000,111.525,1.32838167326629
NC_086022.1,chr4,103530000,105.98375,1.25519423090634
NC_086022.1,chr4,103550000,84.6165,0.93207168016584
NC_086022.1,chr4,103570000,3.4305,-3.50458239320273
NC_086022.1,chr4,103590000,65.73075,0.570134047355842
NC_086022.1,chr4,103610000,94.9365,1.09717398707136
NC_086022.1,chr4,103630000,93.662,1.07777781541949
NC_086022.1,chr4,103650000,110.457,1.31456163320871
NC_086022.1,chr4,103670000,40.832,-0.110107972633475
NC_086022.1,chr4,103690000,101.6245,1.19488996175113
NC_086022.1,chr4,103710000,71.74975,0.695625447468829
NC_086022.1,chr4,103730000,102.94175,1.21337953437393
NC_086022.1,chr4,103750000,44.43,0.0103119137498636
NC_086022.1,chr4,103770000,49.558,0.166233503128062
NC_086022.1,chr4,103790000,33.43375,-0.394646277819203
NC_086022.1,chr4,103810000,45.01375,0.0289353106077247
NC_086022.1,chr4,103830000,47.898,0.117580282659066
NC_086022.1,chr4,103850000,23.15,-0.915526964546817
NC_086022.1,chr4,103870000,42.13625,-0.0652865942619315
NC_086022.1,chr4,103890000,44.98675,0.0280792105369111
NC_086022.1,chr4,103910000,35.396,-0.313544058984592
NC_086022.1,chr4,103930000,42.3805,-0.0570454199437208
NC_086022.1,chr4,103950000,22.43325,-0.959926326265961
NC_086022.1,chr4,103970000,32.29025,-0.444100246917712
NC_086022.1,chr4,103990000,13.56775,-1.66497554614801
NC_086022.1,chr4,104010000,48.7965,0.144118072287012
NC_086022.1,chr4,104030000,43.00925,-0.0360449997829511
NC_086022.1,chr4,104050000,30.92775,-0.505328158826768
NC_086022.1,chr4,104070000,30.199,-0.539175486605221
NC_086022.1,chr4,104090000,34.21525,-0.361797587145012
NC_086022.1,chr4,104110000,6.69975,-2.63134843089141
NC_086022.1,chr4,104130000,39.27375,-0.165550557520941
NC_086022.1,chr4,104150000,48.08,0.12299534186229
NC_086022.1,chr4,104170000,51.1995,0.212783179797995
NC_086022.1,chr4,104190000,38.79625,-0.182975503936398
NC_086022.1,chr4,104210000,31.2715,-0.489633943754888
NC_086022.1,chr4,104230000,36.98875,-0.2509094259495
NC_086022.1,chr4,104250000,57.20525,0.371335432534101
NC_086022.1,chr4,104270000,43.75275,-0.0116000366879113
NC_086022.1,chr4,104290000,30.7825,-0.512011335163193
NC_086022.1,chr4,104310000,33.52125,-0.390930999006978
NC_086022.1,chr4,104330000,27.57575,-0.668042585616394
NC_086022.1,chr4,104350000,42.45575,-0.0545158865673477
NC_086022.1,chr4,104370000,48.1935,0.126362054511711
NC_086022.1,chr4,104390000,42.744,-0.0448671719107698
NC_086022.1,chr4,104410000,46.555,0.0769808817911843
NC_086022.1,chr4,104430000,43.7395,-0.0120320679547088
NC_086022.1,chr4,104450000,33.78075,-0.379968474791639
NC_086022.1,chr4,104470000,44.003,-0.00346455497090822
NC_086022.1,chr4,104490000,43.57475,-0.017414761771547
NC_086022.1,chr4,104510000,35.00875,-0.329192573462048
NC_086022.1,chr4,104530000,39.41225,-0.160535536956014
NC_086022.1,chr4,104550000,40.1015,-0.135834120144727
NC_086022.1,chr4,104570000,24.29375,-0.847390655740932
NC_086022.1,chr4,104590000,24.03275,-0.86265818616907
NC_086022.1,chr4,104610000,42.7925,-0.0432500342449446
NC_086022.1,chr4,104630000,36.581,-0.26668699703943
NC_086022.1,chr4,104650000,48.24225,0.127805700999002
NC_086022.1,chr4,104670000,41.7365,-0.0788768598604878
NC_086022.1,chr4,104690000,31.45075,-0.481517351255929
NC_086022.1,chr4,104710000,40.80325,-0.111111841662711
NC_086022.1,chr4,104730000,36.857,-0.255988545818306
NC_086022.1,chr4,104750000,32.73425,-0.424696351263863
NC_086022.1,chr4,104770000,28.7795,-0.607476230885692
NC_086022.1,chr4,104790000,18.80775,-1.20818709635386
NC_086022.1,chr4,104810000,35.70375,-0.301228008090215
NC_086022.1,chr4,104830000,53.58475,0.277854713947059
NC_086022.1,chr4,104850000,113.22675,1.35013258142212
NC_086022.1,chr4,104870000,38.7165,-0.185906364696741
NC_086022.1,chr4,104890000,36.668,-0.26330608885213
NC_086022.1,chr4,104910000,34.20975,-0.362026174044298
NC_086022.1,chr4,104930000,37.70625,-0.223558486121367
NC_086022.1,chr4,104950000,37.722,-0.222963877525313
NC_086022.1,chr4,104970000,44.4645,0.0114192780792574
NC_086022.1,chr4,104990000,48.019,0.121182668012473
NC_086022.1,chr4,105010000,43.51225,-0.0194620208492006
NC_086022.1,chr4,105030000,43.71525,-0.0128231019154186
NC_086022.1,chr4,105050000,39.7325,-0.149005759997791
NC_086022.1,chr4,105070000,33.05725,-0.410742655632968
NC_086022.1,chr4,105090000,50.207,0.184817774032119
NC_086022.1,chr4,105110000,40.17425,-0.133251404088458
NC_086022.1,chr4,105130000,47.4515,0.10420879765775
NC_086022.1,chr4,105150000,37.3265,-0.237969854839244
NC_086022.1,chr4,105170000,32.424,-0.438227525912163
NC_086022.1,chr4,105190000,43.31825,-0.0258352805505036
NC_086022.1,chr4,105210000,58.55325,0.404649312524618
NC_086022.1,chr4,105230000,60.347,0.447818985956245
NC_086022.1,chr4,105250000,40.4045,-0.125107581947794
NC_086022.1,chr4,105270000,37.18825,-0.243252341035364
NC_086022.1,chr4,105290000,31.94125,-0.45953773872715
NC_086022.1,chr4,105310000,30.903,-0.506464758472924
NC_086022.1,chr4,105330000,30.21525,-0.538412022263914
NC_086022.1,chr4,105350000,36.3715,-0.274861039015202
NC_086022.1,chr4,105370000,44.761,0.0209013118601595
NC_086022.1,chr4,105390000,38.03525,-0.211188397541111
NC_086022.1,chr4,105410000,37.3995,-0.235188332756776
NC_086022.1,chr4,105430000,43.9765,-0.00432388593397061
NC_086022.1,chr4,105450000,50.10425,0.181891406698243
NC_086022.1,chr4,105470000,64.4575,0.542128960904719
NC_086022.1,chr4,105490000,50.94975,0.20579691881074
NC_086022.1,chr4,105510000,46.747,0.0828555786290372
NC_086022.1,chr4,105530000,53.413,0.273266042754163
NC_086022.1,chr4,105550000,51.8555,0.230973953627778
NC_086022.1,chr4,105570000,54.43475,0.300351893520411
NC_086022.1,chr4,105590000,44.3675,0.00830365172440228
NC_086022.1,chr4,105610000,39.9985,-0.139498674253415
NC_086022.1,chr4,105630000,43.96275,-0.00476996698300722
NC_086022.1,chr4,105650000,44.976,0.0277382144311037
NC_086022.1,chr4,105670000,32.52525,-0.433797665446498
NC_086022.1,chr4,105690000,24.20075,-0.852812300437019
NC_086022.1,chr4,105710000,31.307,-0.488022843169814
NC_086022.1,chr4,105730000,37.323,-0.23810335030575
NC_086022.1,chr4,105750000,44.8625,0.0241330035931216
NC_086022.1,chr4,105770000,50.23425,0.185592871752423
NC_086022.1,chr4,105790000,43.452,-0.0214383325850811
NC_086022.1,chr4,105810000,45.243,0.0361838381714038
NC_086022.1,chr4,105830000,38.49375,-0.19412424379266
NC_086022.1,chr4,105850000,38.98875,-0.175925447503483
NC_086022.1,chr4,105870000,34.39,-0.3545535505792
NC_086022.1,chr4,105890000,26.12675,-0.744490800863029
NC_086022.1,chr4,105910000,36.64175,-0.264325356078801
NC_086022.1,chr4,105930000,47.75125,0.113199169304294
NC_086022.1,chr4,105950000,40.438,-0.123926525978854
NC_086022.1,chr4,105970000,33.55325,-0.389574654275578
NC_086022.1,chr4,105990000,34.09,-0.367012134400647
NC_086022.1,chr4,106010000,31.199,-0.492929819349228
NC_086022.1,chr4,106030000,28.31525,-0.630534611565943
NC_086022.1,chr4,106050000,39.95325,-0.141111535183523
NC_086022.1,chr4,106070000,45.67875,0.0498619736101477
NC_086022.1,chr4,106090000,29.3905,-0.577680117890825
NC_086022.1,chr4,106110000,44.7655,0.0210447422963154
NC_086022.1,chr4,106130000,31.11,-0.496986112869077
NC_086022.1,chr4,106150000,30.29975,-0.534448507425857
NC_086022.1,chr4,106170000,29.7375,-0.561028283906288
NC_086022.1,chr4,106190000,24.9595,-0.809163061731749
NC_086022.1,chr4,106210000,43.2525,-0.02800169380523
NC_086022.1,chr4,106230000,40.4395,-0.123873665484541
NC_086022.1,chr4,106250000,37.79125,-0.22035239104784
NC_086022.1,chr4,106270000,35.5595,-0.306987755570893
NC_086022.1,chr4,106290000,46.047,0.0613210395524018
NC_086022.1,chr4,106310000,41.688,-0.0805344525540891
NC_086022.1,chr4,106330000,43.858,-0.00817282894028237
NC_086022.1,chr4,106350000,33.43025,-0.394795088164824
NC_086022.1,chr4,106370000,39.963,-0.140763860230302
NC_086022.1,chr4,106390000,34.7685,-0.338986930118233
NC_086022.1,chr4,106410000,39.362,-0.162353051640084
NC_086022.1,chr4,106430000,38.0145,-0.211965451920188
NC_086022.1,chr4,106450000,40.6105,-0.117860229551068
NC_086022.1,chr4,106470000,35.32625,-0.316350106224474
NC_086022.1,chr4,106490000,30.68825,-0.516364544009627
NC_086022.1,chr4,106510000,42.8385,-0.0417179273059053
NC_086022.1,chr4,106530000,35.87925,-0.294251347629899
NC_086022.1,chr4,106550000,31.3085,-0.487954808097804
NC_086022.1,chr4,106570000,40.20175,-0.132276322611494
NC_086022.1,chr4,106590000,39.30675,-0.164354059909636
NC_086022.1,chr4,106610000,23.35025,-0.903362759370432
NC_086022.1,chr4,106630000,46.066,0.0619098124661164
NC_086022.1,chr4,106650000,27.65725,-0.663860709203618
NC_086022.1,chr4,106670000,39.08025,-0.172586423229318
NC_086022.1,chr4,106690000,46.54525,0.0766819181497698
NC_086022.1,chr4,106710000,46.854,0.0861191474116832
NC_086022.1,chr4,106730000,46.96,0.0893449524203732
NC_086022.1,chr4,106750000,45.72925,0.0514388090966366
NC_086022.1,chr4,106770000,24.1495,-0.855808765396189
NC_086022.1,chr4,106790000,25.7185,-0.766781998953965
NC_086022.1,chr4,106810000,23.13725,-0.916304948558029
NC_086022.1,chr4,106830000,26.44675,-0.727255865546434
NC_086022.1,chr4,106850000,34.38025,-0.354956767616268
NC_086022.1,chr4,106870000,43.83825,-0.00881531895600385
NC_086022.1,chr4,106890000,37.65775,-0.225391043842052
NC_086022.1,chr4,106910000,43.2755,-0.0272434910197398
NC_086022.1,chr4,106930000,43.2845,-0.0269469114077314
NC_086022.1,chr4,106950000,31.14,-0.495617548300783
NC_086022.1,chr4,106970000,31.46375,-0.480930472353952
NC_086022.1,chr4,106990000,25.971,-0.752954451283841
NC_086022.1,chr4,107010000,28.6,-0.616347994977929
NC_086022.1,chr4,107030000,39.36275,-0.162325907716003
NC_086022.1,chr4,107050000,45.55575,0.0460141380340618
NC_086022.1,chr4,107070000,23.104,-0.918335784661251
NC_086022.1,chr4,107090000,32.57525,-0.431615086924327
NC_086022.1,chr4,107110000,43.818,-0.00947437176020114
NC_086022.1,chr4,107130000,38.628,-0.189165778323148
NC_086022.1,chr4,107150000,42.25525,-0.0612655659159134
NC_086022.1,chr4,107170000,39.4005,-0.160960322891918
NC_086022.1,chr4,107190000,47.79975,0.114648573564599
NC_086022.1,chr4,107210000,49.9245,0.176757725300932
NC_086022.1,chr4,107230000,43.6425,-0.0151988094892728
NC_086022.1,chr4,107250000,37.9475,-0.214477356292694
NC_086022.1,chr4,107270000,39.29725,-0.164698404489143
NC_086022.1,chr4,107290000,35.13175,-0.324203807095462
NC_086022.1,chr4,107310000,32.892,-0.417864642501102
NC_086022.1,chr4,107330000,41.303,-0.0937606668145156
NC_086022.1,chr4,107350000,45.5455,0.0456930213449796
NC_086022.1,chr4,107370000,55.13675,0.318670999737279
NC_086022.1,chr4,107390000,46.42325,0.0729357927166268
