ID	chr	start	end	nmark	log2r	width	state
HeDe_WGS	chr13	22360000	23580000	61	1.336	1220000	gain
HeDe_WGS	chr13	23600000	24340000	38	0.4603	740000	gain
HeDe_WGS	chr13	24360000	27080000	134	-0.0756	2720000	neutral
HeDe_WGS	chr13	27100000	29380000	115	-0.4301	2280000	loss
HeDe_WGS	chr13	29400000	30580000	60	-1.9226	1180000	loss
HeDe_WGS	chr13	30600000	31360000	39	-1.6701	760000	loss
HeDe_WGS	chr13	31380000	31520000	8	-1.9725	140000	loss
HeDe_WGS	chr13	31540000	31600000	4	-0.1426	60000	neutral
HeDe_WGS	chr13	31620000	31760000	6	-1.4484	140000	loss
HeDe_WGS	chr13	31780000	31920000	8	-0.3625	140000	neutral
HeDe_WGS	chr13	31940000	35580000	182	0.8069	3640000	gain
HeDe_WGS	chr13	35600000	36460000	44	-0.122	860000	neutral
HeDe_WGS	chr13	36480000	38340000	94	-0.4467	1860000	loss
HeDe_WGS	chr13	38360000	38980000	32	0.0043	620000	neutral
HeDe_WGS	chr13	39000000	43180000	209	0.9288	4180000	gain
HeDe_WGS	chr13	43200000	44360000	59	0.386	1160000	neutral
HeDe_WGS	chr13	44380000	51320000	347	0.9505	6940000	gain
HeDe_WGS	chr13	51340000	53560000	112	0.6085	2220000	gain
HeDe_WGS	chr13	53580000	57940000	214	-0.26	4360000	neutral
HeDe_WGS	chr13	57960000	58660000	36	0.4527	700000	gain
HeDe_WGS	chr13	58680000	64360000	282	-0.2553	5680000	neutral
HeDe_WGS	chr13	64380000	66060000	83	0.5869	1680000	gain
HeDe_WGS	chr13	66080000	69020000	148	1.1319	2940000	gain
HeDe_WGS	chr13	69040000	69100000	4	-0.6106	60000	loss
HeDe_WGS	chr13	69120000	71800000	135	1.1499	2680000	gain
HeDe_WGS	chr13	71820000	72120000	16	-0.0627	300000	neutral
HeDe_WGS	chr13	72140000	73400000	61	0.98	1260000	gain
HeDe_WGS	chr13	73420000	74120000	36	0.2131	700000	neutral
HeDe_WGS	chr13	74140000	75100000	49	1.2945	960000	gain
HeDe_WGS	chr13	75120000	76620000	75	0.5976	1500000	gain
HeDe_WGS	chr13	76640000	83240000	328	1.0595	6600000	gain
HeDe_WGS	chr13	83260000	84020000	38	0.3623	760000	neutral
HeDe_WGS	chr13	84040000	85080000	53	0.9915	1040000	gain
HeDe_WGS	chr13	85100000	85320000	12	1.9527	220000	gain
HeDe_WGS	chr13	85340000	85800000	24	1.0545	460000	gain
HeDe_WGS	chr13	85820000	86020000	11	-0.5313	200000	loss
HeDe_WGS	chr13	86040000	87720000	85	1.1339	1680000	gain
HeDe_WGS	chr13	87740000	89300000	77	0.2498	1560000	neutral
HeDe_WGS	chr13	89320000	91520000	109	0.7694	2200000	gain
HeDe_WGS	chr13	91540000	91800000	13	0.0561	260000	neutral
HeDe_WGS	chr13	91820000	92800000	50	0.8866	980000	gain
HeDe_WGS	chr13	92820000	94180000	68	1.3761	1360000	gain
HeDe_WGS	chr13	94200000	97360000	159	1.0028	3160000	gain
HeDe_WGS	chr13	97380000	98700000	67	1.4455	1320000	gain
HeDe_WGS	chr13	98720000	100860000	108	1.2082	2140000	gain
HeDe_WGS	chr13	100880000	101300000	22	0.5984	420000	gain
HeDe_WGS	chr13	101320000	103760000	123	1.1484	2440000	gain
HeDe_WGS	chr13	103780000	104000000	12	0.4636	220000	gain
HeDe_WGS	chr13	104020000	104700000	35	1.1294	680000	gain
HeDe_WGS	chr13	104720000	105500000	40	0.6074	780000	gain
HeDe_WGS	chr13	105520000	107900000	117	1.1203	2380000	gain
HeDe_WGS	chr13	107920000	108640000	33	0.4104	720000	gain
HeDe_WGS	chr13	108660000	109140000	25	1.1822	480000	gain
HeDe_WGS	chr13	109160000	109340000	9	-0.271	180000	neutral
HeDe_WGS	chr14	0	1080000	51	-0.8351	1080000	loss
HeDe_WGS	chr14	1100000	13960000	642	0.4072	12860000	gain
HeDe_WGS	chr14	13980000	15020000	52	-0.4881	1040000	loss
HeDe_WGS	chr14	15040000	18760000	187	0.4187	3720000	gain
HeDe_WGS	chr14	18800000	18880000	5	-0.6663	80000	loss
HeDe_WGS	chr14	18900000	18980000	5	0.308	80000	neutral
HeDe_WGS	chr14	19000000	19080000	5	-0.8253	80000	loss
HeDe_WGS	chr14	19100000	19920000	41	0.3645	820000	neutral
HeDe_WGS	chr14	19940000	30540000	515	-0.5851	10600000	loss
HeDe_WGS	chr14	30560000	36420000	294	0.551	5860000	gain
HeDe_WGS	chr14	36440000	37580000	57	-0.3031	1140000	neutral
HeDe_WGS	chr14	37600000	40400000	136	-0.7557	2800000	loss
HeDe_WGS	chr14	40420000	44860000	223	0.6197	4440000	gain
HeDe_WGS	chr14	44880000	45000000	7	-0.5575	120000	loss
HeDe_WGS	chr14	45020000	46560000	78	-0.8998	1540000	loss
HeDe_WGS	chr14	46580000	47240000	34	-2.5467	660000	loss
HeDe_WGS	chr14	47260000	50300000	153	-2.3034	3040000	loss
HeDe_WGS	chr14	50320000	50520000	11	-2.4766	200000	loss
HeDe_WGS	chr14	50540000	60240000	474	-0.8613	9700000	loss
HeDe_WGS	chr14	60260000	60980000	35	-0.369	720000	neutral
HeDe_WGS	chr14	61000000	63700000	132	0.7073	2700000	gain
HeDe_WGS	chr14	63720000	65080000	68	-0.5075	1360000	loss
HeDe_WGS	chr14	65100000	65140000	3	1.2256	40000	gain
HeDe_WGS	chr14	65160000	66300000	57	-0.266	1140000	neutral
HeDe_WGS	chr14	66320000	67140000	41	-1.1442	820000	loss
HeDe_WGS	chr14	67160000	67860000	36	-1.6282	700000	loss
HeDe_WGS	chr14	67880000	67920000	3	-4.6327	40000	loss
HeDe_WGS	chr14	67940000	69060000	55	-1.4073	1120000	loss
HeDe_WGS	chr14	69080000	69680000	30	-0.367	600000	neutral
HeDe_WGS	chr14	69700000	70080000	19	0.5009	380000	gain
HeDe_WGS	chr14	70100000	70540000	23	-0.1685	440000	neutral
HeDe_WGS	chr14	70560000	71720000	58	0.5811	1160000	gain
HeDe_WGS	chr14	71740000	72420000	34	0.0953	680000	neutral
HeDe_WGS	chr14	72440000	73240000	38	-0.5996	800000	loss
HeDe_WGS	chr14	73260000	73760000	23	0.1912	500000	neutral
HeDe_WGS	chr14	73780000	75860000	103	-0.4004	2080000	loss
HeDe_WGS	chr14	75880000	76080000	11	0.2374	200000	neutral
HeDe_WGS	chr14	76100000	77480000	69	0.9725	1380000	gain
HeDe_WGS	chr14	77500000	78300000	41	0.2785	800000	neutral
HeDe_WGS	chr14	78320000	78480000	9	1.1575	160000	gain
HeDe_WGS	chr14	78500000	78560000	4	0.3438	60000	neutral
HeDe_WGS	chr14	78580000	81560000	150	0.0835	2980000	neutral
HeDe_WGS	chr14	81580000	88340000	338	0.354	6760000	neutral
HeDe_WGS	chr14	88360000	90260000	93	-0.4699	1900000	loss
HeDe_WGS	chr14	90280000	91360000	55	0.574	1080000	gain
HeDe_WGS	chr14	91380000	95340000	197	-0.6014	3960000	loss
HeDe_WGS	chr14	95360000	95540000	10	1.1326	180000	gain
HeDe_WGS	chr14	95560000	97060000	75	0.0749	1500000	neutral
HeDe_WGS	chr14	97080000	99560000	125	0.5639	2480000	gain
HeDe_WGS	chr14	99580000	100600000	52	5e-4	1020000	neutral
HeDe_WGS	chr14	100620000	103000000	120	0.4222	2380000	gain
HeDe_WGS	chr14	103020000	104220000	59	0.0393	1200000	neutral
HeDe_WGS	chr14	104240000	107560000	163	-0.4898	3320000	loss
HeDe_WGS	chr14	107580000	108380000	40	0.1235	800000	neutral
HeDe_WGS	chr14	108400000	109080000	35	-0.5498	680000	loss
HeDe_WGS	chr15	20000	360000	18	0.2419	340000	neutral
HeDe_WGS	chr15	380000	580000	10	1.4019	200000	gain
HeDe_WGS	chr15	600000	960000	16	0.6136	360000	gain
HeDe_WGS	chr15	980000	1440000	24	-0.1213	460000	neutral
HeDe_WGS	chr15	1460000	2840000	70	0.4437	1380000	gain
HeDe_WGS	chr15	2860000	3440000	30	-0.3961	580000	neutral
HeDe_WGS	chr15	3460000	7240000	153	0.4704	3780000	gain
HeDe_WGS	chr15	7260000	9280000	101	-0.5944	2020000	loss
HeDe_WGS	chr15	9300000	11480000	110	0.4483	2180000	gain
HeDe_WGS	chr15	11500000	12060000	29	-0.2859	560000	neutral
HeDe_WGS	chr15	12080000	13280000	60	0.2947	1200000	neutral
HeDe_WGS	chr15	13300000	13420000	7	-1.0794	120000	loss
HeDe_WGS	chr15	13440000	14600000	59	0.0379	1160000	neutral
HeDe_WGS	chr15	14620000	15620000	51	0.5317	1000000	gain
HeDe_WGS	chr15	15640000	15900000	12	-6.9901	260000	loss
HeDe_WGS	chr15	15920000	17060000	58	0.2556	1140000	neutral
HeDe_WGS	chr15	17080000	17700000	32	-0.4617	620000	loss
HeDe_WGS	chr15	17720000	21040000	160	0.2242	3320000	neutral
HeDe_WGS	chr15	21060000	23760000	135	0.5676	2700000	gain
HeDe_WGS	chr15	23780000	25580000	90	0.1974	1800000	neutral
HeDe_WGS	chr15	25600000	26440000	43	-0.6627	840000	loss
HeDe_WGS	chr15	26460000	27400000	48	0.5196	940000	gain
HeDe_WGS	chr15	27420000	28460000	34	-0.1678	1040000	neutral
HeDe_WGS	chr15	28680000	30860000	37	1.4178	2180000	gain
HeDe_WGS	chr15	30880000	31440000	29	0.0225	560000	neutral
HeDe_WGS	chr15	31460000	31640000	10	1.3269	180000	gain
HeDe_WGS	chr15	31660000	35200000	177	0.2502	3540000	neutral
HeDe_WGS	chr15	35220000	37180000	98	0.6621	1960000	gain
HeDe_WGS	chr15	37200000	38000000	38	0.0608	800000	neutral
HeDe_WGS	chr15	38020000	46440000	421	0.7319	8420000	gain
HeDe_WGS	chr15	46460000	47580000	54	-0.5399	1120000	loss
HeDe_WGS	chr15	47600000	48340000	38	-2.4043	740000	loss
HeDe_WGS	chr15	48360000	48900000	28	-2.2643	540000	loss
HeDe_WGS	chr15	48920000	49740000	42	-2.1419	820000	loss
HeDe_WGS	chr15	49760000	49940000	10	-2.2523	180000	loss
HeDe_WGS	chr15	49960000	50080000	7	-1.2939	120000	loss
HeDe_WGS	chr15	50100000	50920000	42	-0.3503	820000	neutral
HeDe_WGS	chr15	50940000	51160000	12	1.034	220000	gain
HeDe_WGS	chr15	51180000	51280000	6	0.1597	100000	neutral
HeDe_WGS	chr15	51300000	51520000	12	1.0097	220000	gain
HeDe_WGS	chr15	51540000	51760000	12	0.1502	220000	neutral
HeDe_WGS	chr15	51780000	51880000	6	1.223	100000	gain
HeDe_WGS	chr15	51900000	52240000	18	0.0323	340000	neutral
HeDe_WGS	chr15	52260000	52500000	13	1.1265	240000	gain
HeDe_WGS	chr15	52520000	53580000	53	-0.1813	1060000	neutral
HeDe_WGS	chr15	53600000	54200000	31	0.3038	600000	neutral
HeDe_WGS	chr15	54220000	54340000	7	-0.8004	120000	loss
HeDe_WGS	chr15	54360000	55260000	46	0.4498	900000	gain
HeDe_WGS	chr15	55280000	56360000	55	-0.2762	1080000	neutral
HeDe_WGS	chr15	56380000	61920000	278	0.593	5540000	gain
HeDe_WGS	chr15	61940000	62400000	23	-0.0591	460000	neutral
HeDe_WGS	chr15	62420000	68400000	294	-0.7841	5980000	loss
HeDe_WGS	chr15	68420000	69960000	76	-0.075	1540000	neutral
HeDe_WGS	chr15	69980000	81760000	575	-0.6522	11780000	loss
HeDe_WGS	chr15	81780000	84100000	116	0.2502	2320000	neutral
HeDe_WGS	chr15	84120000	84420000	16	-0.875	300000	loss
HeDe_WGS	chr15	84440000	85220000	40	0.5149	780000	gain
HeDe_WGS	chr15	85240000	86020000	39	-0.3109	780000	neutral
HeDe_WGS	chr15	86040000	89180000	157	0.2475	3140000	neutral
HeDe_WGS	chr15	89200000	90120000	47	-0.3176	920000	neutral
HeDe_WGS	chr15	90140000	97700000	373	-0.6464	7560000	loss
HeDe_WGS	chr15	97720000	100420000	134	-0.2563	2700000	neutral
HeDe_WGS	chr15	100440000	101020000	27	0.3107	580000	neutral
HeDe_WGS	chr15	101040000	101220000	9	-6.4439	180000	loss
HeDe_WGS	chr15	101240000	102460000	62	0.4367	1220000	gain
HeDe_WGS	chr15	102480000	102680000	11	-0.341	200000	neutral
HeDe_WGS	chr15	102700000	106500000	191	0.506	3800000	gain
HeDe_WGS	chr15	106520000	108180000	82	-0.5435	1660000	loss
HeDe_WGS	chr16	0	40000	3	-0.2313	40000	neutral
HeDe_WGS	chr16	60000	840000	40	1.0284	780000	gain
HeDe_WGS	chr16	860000	3020000	109	0.4475	2160000	gain
HeDe_WGS	chr16	3040000	3680000	33	1.2482	640000	gain
HeDe_WGS	chr16	3700000	3920000	12	-0.0802	220000	neutral
HeDe_WGS	chr16	3940000	4600000	33	0.978	660000	gain
HeDe_WGS	chr16	4620000	10900000	314	0.3549	6280000	neutral
HeDe_WGS	chr16	10920000	12300000	68	-0.5497	1380000	loss
HeDe_WGS	chr16	12320000	13160000	42	0.4783	840000	gain
HeDe_WGS	chr16	13180000	16480000	161	-0.7097	3300000	loss
HeDe_WGS	chr16	16500000	18020000	77	0.1731	1520000	neutral
HeDe_WGS	chr16	18040000	19340000	66	-0.5919	1300000	loss
HeDe_WGS	chr16	19360000	19520000	9	0.8446	160000	gain
HeDe_WGS	chr16	19540000	19640000	6	-0.5825	100000	loss
HeDe_WGS	chr16	19660000	19860000	11	0.4837	200000	gain
HeDe_WGS	chr16	19880000	25280000	270	-0.6983	5400000	loss
HeDe_WGS	chr16	25300000	27000000	86	0.2584	1700000	neutral
HeDe_WGS	chr16	27020000	29260000	113	-0.4286	2240000	loss
HeDe_WGS	chr16	29280000	30220000	48	0.332	940000	neutral
HeDe_WGS	chr16	30240000	33200000	145	-0.6701	2960000	loss
HeDe_WGS	chr16	33220000	34660000	73	0.3997	1440000	neutral
HeDe_WGS	chr16	34680000	37060000	118	-0.7682	2380000	loss
HeDe_WGS	chr16	37080000	37580000	26	-0.093	500000	neutral
HeDe_WGS	chr16	37600000	38020000	22	0.2063	420000	neutral
HeDe_WGS	chr16	38040000	39100000	53	-0.6628	1060000	loss
HeDe_WGS	chr16	39120000	40180000	54	-1.2263	1060000	loss
HeDe_WGS	chr16	40200000	41220000	49	-0.4554	1020000	loss
HeDe_WGS	chr16	41240000	42940000	80	-2.2122	1700000	loss
HeDe_WGS	chr16	42960000	43120000	9	0.0837	160000	neutral
HeDe_WGS	chr16	43140000	43700000	28	-1.0657	560000	loss
HeDe_WGS	chr16	43720000	49360000	278	-1.625	5640000	loss
HeDe_WGS	chr16	49380000	50300000	45	-0.6728	920000	loss
HeDe_WGS	chr16	50340000	50440000	6	-7.3422	100000	loss
HeDe_WGS	chr16	50460000	50560000	6	-3.1977	100000	loss
HeDe_WGS	chr16	50580000	54220000	181	-0.5068	3640000	loss
HeDe_WGS	chr16	54240000	54340000	5	-1.5893	100000	loss
HeDe_WGS	chr16	54360000	54640000	15	-0.7836	280000	loss
HeDe_WGS	chr16	54660000	55520000	44	-1.4374	860000	loss
HeDe_WGS	chr16	55540000	55720000	10	-0.4634	180000	loss
HeDe_WGS	chr16	55740000	57340000	80	-1.3818	1600000	loss
HeDe_WGS	chr16	57360000	57800000	23	-0.1288	440000	neutral
HeDe_WGS	chr16	57820000	58160000	18	0.8413	340000	gain
HeDe_WGS	chr16	58180000	58300000	7	-0.6087	120000	loss
HeDe_WGS	chr16	58320000	58420000	6	0.7463	100000	gain
HeDe_WGS	chr16	58440000	61900000	172	-0.485	3460000	loss
HeDe_WGS	chr16	61920000	62220000	16	0.1895	300000	neutral
HeDe_WGS	chr16	62240000	65440000	160	0.828	3200000	gain
HeDe_WGS	chr16	65460000	67920000	124	0.2495	2460000	neutral
HeDe_WGS	chr16	67940000	68320000	20	-0.1892	380000	neutral
HeDe_WGS	chr16	68340000	69040000	35	-0.8299	700000	loss
HeDe_WGS	chr16	69060000	69460000	21	-0.3638	400000	neutral
HeDe_WGS	chr16	69480000	70140000	34	0.2693	660000	neutral
HeDe_WGS	chr16	70160000	71320000	59	-0.374	1160000	neutral
HeDe_WGS	chr16	71340000	72320000	50	0.7437	980000	gain
HeDe_WGS	chr16	72340000	74420000	105	0.3891	2080000	neutral
HeDe_WGS	chr16	74440000	75500000	54	0.7479	1060000	gain
HeDe_WGS	chr16	75520000	76860000	68	0.3702	1340000	neutral
HeDe_WGS	chr16	76880000	77560000	35	-0.2819	680000	neutral
HeDe_WGS	chr16	77580000	81500000	191	0.2667	3920000	neutral
HeDe_WGS	chr16	81520000	82140000	32	1.0573	620000	gain
HeDe_WGS	chr16	82160000	83100000	48	0.1019	940000	neutral
HeDe_WGS	chr16	83120000	83360000	13	-0.4752	240000	loss
HeDe_WGS	chr16	83380000	85260000	95	0.1628	1880000	neutral
HeDe_WGS	chr16	85280000	87940000	134	0.5918	2660000	gain
HeDe_WGS	chr16	87960000	91440000	171	-0.7979	3480000	loss
HeDe_WGS	chr17	0	600000	31	-0.4349	600000	loss
HeDe_WGS	chr17	620000	2240000	82	0.8226	1620000	gain
HeDe_WGS	chr17	2260000	3100000	43	0.0981	840000	neutral
HeDe_WGS	chr17	3120000	3780000	34	-0.8042	660000	loss
HeDe_WGS	chr17	3800000	4900000	56	0.6942	1100000	gain
HeDe_WGS	chr17	4920000	6480000	79	0.3362	1560000	neutral
HeDe_WGS	chr17	6500000	6640000	8	-0.2474	140000	neutral
HeDe_WGS	chr17	6660000	7780000	57	0.4556	1120000	gain
HeDe_WGS	chr17	7800000	9920000	107	-0.0581	2120000	neutral
HeDe_WGS	chr17	9940000	18300000	417	0.4064	8360000	gain
HeDe_WGS	chr17	18320000	22320000	201	0.7811	4000000	gain
HeDe_WGS	chr17	22340000	22960000	32	0.2419	620000	neutral
HeDe_WGS	chr17	22980000	24120000	58	0.8688	1140000	gain
HeDe_WGS	chr17	24140000	25980000	92	0.1879	1840000	neutral
HeDe_WGS	chr17	26000000	31200000	259	0.5808	5200000	gain
HeDe_WGS	chr17	31220000	31480000	14	-0.8755	260000	loss
HeDe_WGS	chr17	31500000	36000000	225	0.4835	4500000	gain
HeDe_WGS	chr17	36020000	36180000	8	-6.7053	160000	loss
HeDe_WGS	chr17	36200000	39600000	171	-0.9244	3400000	loss
HeDe_WGS	chr17	39620000	40080000	24	-0.4292	460000	loss
HeDe_WGS	chr17	40100000	42320000	112	0.4278	2220000	gain
HeDe_WGS	chr17	42340000	43420000	43	-1.7363	1080000	loss
HeDe_WGS	chr17	43440000	44380000	48	-2.545	940000	loss
HeDe_WGS	chr17	44400000	46620000	112	-2.3172	2220000	loss
HeDe_WGS	chr17	46640000	46940000	15	-2.4781	300000	loss
HeDe_WGS	chr17	46960000	47080000	7	-1.8158	120000	loss
HeDe_WGS	chr17	47100000	48060000	49	-0.4508	960000	loss
HeDe_WGS	chr17	48080000	48220000	8	0.7902	140000	gain
HeDe_WGS	chr17	48240000	48960000	37	-0.4423	720000	loss
HeDe_WGS	chr17	48980000	49580000	28	0.528	600000	gain
HeDe_WGS	chr17	49600000	51600000	99	-0.0891	2000000	neutral
HeDe_WGS	chr17	51620000	51960000	18	-0.2973	340000	neutral
HeDe_WGS	chr17	51980000	52520000	27	-1.1187	540000	loss
HeDe_WGS	chr17	52540000	54080000	75	-0.3698	1540000	neutral
HeDe_WGS	chr17	54100000	54380000	15	0.5788	280000	gain
HeDe_WGS	chr17	54400000	55940000	74	-0.6066	1540000	loss
HeDe_WGS	chr17	55960000	57180000	61	0.2667	1220000	neutral
HeDe_WGS	chr17	57200000	58580000	70	0.7368	1380000	gain
HeDe_WGS	chr17	58600000	60540000	98	0.2748	1940000	neutral
HeDe_WGS	chr17	60560000	61140000	29	-0.6412	580000	loss
HeDe_WGS	chr17	61160000	62320000	59	-0.0737	1160000	neutral
HeDe_WGS	chr17	62340000	62560000	12	-1.3623	220000	loss
HeDe_WGS	chr17	62580000	62680000	6	-0.4391	100000	loss
HeDe_WGS	chr17	62700000	64040000	68	0.3265	1340000	neutral
HeDe_WGS	chr17	64060000	64740000	34	-0.4545	680000	loss
HeDe_WGS	chr17	64760000	66000000	63	0.4083	1240000	gain
HeDe_WGS	chr17	66020000	66560000	28	-0.1201	540000	neutral
HeDe_WGS	chr17	66580000	67080000	26	0.443	500000	gain
HeDe_WGS	chr17	67100000	68580000	74	-0.4858	1480000	loss
HeDe_WGS	chr17	68600000	69540000	48	0.1375	940000	neutral
HeDe_WGS	chr17	69560000	71200000	82	-0.3995	1640000	neutral
HeDe_WGS	chr17	71220000	72880000	84	0.4926	1660000	gain
HeDe_WGS	chr17	72900000	72940000	3	-1.0047	40000	loss
HeDe_WGS	chr17	72960000	74020000	54	0.5144	1060000	gain
HeDe_WGS	chr17	74040000	75700000	84	-0.2762	1660000	neutral
HeDe_WGS	chr17	75720000	76300000	30	0.5672	580000	gain
HeDe_WGS	chr17	76320000	76360000	3	-1.2212	40000	loss
HeDe_WGS	chr17	76380000	76480000	5	-4.8172	100000	loss
HeDe_WGS	chr17	76500000	77300000	41	0.1213	800000	neutral
HeDe_WGS	chr17	77320000	79600000	115	0.6999	2280000	gain
HeDe_WGS	chr17	79620000	82940000	167	0.3242	3320000	neutral
HeDe_WGS	chr17	82960000	85000000	101	-0.3544	2040000	neutral
HeDe_WGS	chr17	85020000	85660000	33	0.5435	640000	gain
HeDe_WGS	chr17	85680000	87040000	69	0.1761	1360000	neutral
HeDe_WGS	chr17	87060000	88700000	82	0.656	1640000	gain
HeDe_WGS	chr17	88720000	89600000	45	-0.0999	880000	neutral
HeDe_WGS	chr17	89620000	89920000	16	0.4849	300000	gain
HeDe_WGS	chr17	89940000	90060000	6	-0.143	120000	neutral
HeDe_WGS	chr17	90080000	90640000	28	-0.892	560000	loss
HeDe_WGS	chr17	90680000	92560000	79	-0.2505	1880000	neutral
HeDe_WGS	chr17	92580000	93500000	47	0.2666	920000	neutral
HeDe_WGS	chr18	0	840000	43	-0.9342	840000	loss
HeDe_WGS	chr18	860000	1120000	14	0.0206	260000	neutral
HeDe_WGS	chr18	1140000	1660000	27	-0.4708	520000	loss
HeDe_WGS	chr18	1680000	2400000	37	0.1953	720000	neutral
HeDe_WGS	chr18	2420000	2800000	19	-0.8667	380000	loss
HeDe_WGS	chr18	2820000	5180000	119	0.5917	2360000	gain
HeDe_WGS	chr18	5200000	6920000	87	0.222	1720000	neutral
HeDe_WGS	chr18	6940000	7120000	10	-0.096	180000	neutral
HeDe_WGS	chr18	7140000	11600000	222	-0.7371	4460000	loss
HeDe_WGS	chr18	11620000	12960000	68	0.5373	1340000	gain
HeDe_WGS	chr18	12980000	14880000	95	-0.223	1900000	neutral
HeDe_WGS	chr18	14900000	16700000	90	0.5354	1800000	gain
HeDe_WGS	chr18	16720000	17000000	15	-0.4115	280000	loss
HeDe_WGS	chr18	17020000	17620000	31	0.4956	600000	gain
HeDe_WGS	chr18	17640000	21620000	194	-0.6835	3980000	loss
HeDe_WGS	chr18	21640000	22640000	51	-0.0901	1000000	neutral
HeDe_WGS	chr18	22660000	23460000	41	-0.4908	800000	loss
HeDe_WGS	chr18	23480000	28700000	261	0.4181	5220000	gain
HeDe_WGS	chr18	28720000	29880000	59	-0.7242	1160000	loss
HeDe_WGS	chr18	29900000	30320000	22	0.2727	420000	neutral
HeDe_WGS	chr18	30340000	31580000	63	0.8435	1240000	gain
HeDe_WGS	chr18	31600000	32080000	23	0.265	480000	neutral
HeDe_WGS	chr18	32100000	34080000	98	-0.4028	1980000	loss
HeDe_WGS	chr18	34100000	35100000	49	0.482	1000000	gain
HeDe_WGS	chr18	35120000	35440000	17	-0.2836	320000	neutral
HeDe_WGS	chr18	35460000	35700000	12	0.4945	240000	gain
HeDe_WGS	chr18	35720000	37020000	65	-0.6759	1300000	loss
HeDe_WGS	chr18	37040000	37100000	4	1.3658	60000	gain
HeDe_WGS	chr18	37120000	37560000	22	-0.3953	440000	neutral
HeDe_WGS	chr18	37580000	37860000	15	-2.344	280000	loss
HeDe_WGS	chr18	37880000	39360000	74	-2.2159	1480000	loss
HeDe_WGS	chr18	39380000	39500000	7	-2.3982	120000	loss
HeDe_WGS	chr18	39520000	39580000	4	-1.503	60000	loss
HeDe_WGS	chr18	39600000	40980000	69	-0.8001	1380000	loss
HeDe_WGS	chr18	41000000	42880000	95	0.1335	1880000	neutral
HeDe_WGS	chr18	42900000	44620000	86	-0.7684	1720000	loss
HeDe_WGS	chr18	44640000	45040000	20	0.0515	400000	neutral
HeDe_WGS	chr18	45060000	45340000	15	-1.0336	280000	loss
HeDe_WGS	chr18	45360000	45580000	12	0.6644	220000	gain
HeDe_WGS	chr18	45600000	48060000	122	-0.5767	2460000	loss
HeDe_WGS	chr18	48080000	51340000	164	0.4598	3260000	gain
HeDe_WGS	chr18	51360000	51780000	21	-0.2912	420000	neutral
HeDe_WGS	chr18	51800000	55040000	162	0.4701	3240000	gain
HeDe_WGS	chr18	55060000	56180000	55	-0.3616	1120000	neutral
HeDe_WGS	chr18	56200000	57480000	65	0.4303	1280000	gain
HeDe_WGS	chr18	57500000	57960000	24	0.9661	460000	gain
HeDe_WGS	chr18	57980000	58420000	21	0.1993	440000	neutral
HeDe_WGS	chr18	58440000	58740000	16	1.1383	300000	gain
HeDe_WGS	chr18	58760000	59900000	58	0.4501	1140000	gain
HeDe_WGS	chr18	59920000	61460000	78	-0.0022	1540000	neutral
HeDe_WGS	chr18	61480000	62100000	32	0.8257	620000	gain
HeDe_WGS	chr18	62120000	62960000	43	0.2766	840000	neutral
HeDe_WGS	chr18	62980000	68960000	298	-0.3713	5980000	neutral
HeDe_WGS	chr18	68980000	69420000	23	0.546	440000	gain
HeDe_WGS	chr18	69440000	69520000	5	-0.8802	80000	loss
HeDe_WGS	chr18	69540000	70140000	31	0.3589	600000	neutral
HeDe_WGS	chr18	70160000	70500000	18	0.8802	340000	gain
HeDe_WGS	chr18	70520000	73780000	164	0.3286	3260000	neutral
HeDe_WGS	chr18	73800000	74240000	23	1.1297	440000	gain
HeDe_WGS	chr18	74260000	74460000	11	0.3114	200000	neutral
HeDe_WGS	chr18	74480000	74800000	17	1.0353	320000	gain
HeDe_WGS	chr18	74820000	75040000	12	0.2125	220000	neutral
HeDe_WGS	chr18	75060000	76440000	69	-0.1638	1380000	neutral
HeDe_WGS	chr18	76460000	80580000	207	0.39	4120000	neutral
HeDe_WGS	chr18	80600000	81040000	23	-0.0986	440000	neutral
HeDe_WGS	chr18	81060000	86120000	252	-0.5619	5060000	loss
HeDe_WGS	chr19	0	1700000	85	0.4615	1700000	gain
HeDe_WGS	chr19	1720000	8460000	334	-0.7365	6740000	loss
HeDe_WGS	chr19	8480000	8980000	26	-0.0388	500000	neutral
HeDe_WGS	chr19	9000000	12020000	152	0.6836	3020000	gain
HeDe_WGS	chr19	12040000	12980000	47	-0.223	940000	neutral
HeDe_WGS	chr19	13000000	13540000	28	0.4543	540000	gain
HeDe_WGS	chr19	13560000	13880000	16	-0.5781	320000	loss
HeDe_WGS	chr19	13900000	16420000	107	0.3978	2520000	neutral
HeDe_WGS	chr19	16460000	16680000	12	-0.9305	220000	loss
HeDe_WGS	chr19	16700000	18960000	102	0.4919	2260000	gain
HeDe_WGS	chr19	18980000	19180000	9	-1.0421	200000	loss
HeDe_WGS	chr19	19220000	21060000	76	0.5415	1840000	gain
HeDe_WGS	chr19	21080000	21460000	19	-0.4153	380000	loss
HeDe_WGS	chr19	21480000	23060000	64	0.41	1580000	gain
HeDe_WGS	chr19	23140000	23420000	14	-0.5021	280000	loss
HeDe_WGS	chr19	23440000	34040000	493	0.5188	10600000	gain
HeDe_WGS	chr19	34060000	35920000	94	0.2462	1860000	neutral
HeDe_WGS	chr19	35940000	36980000	53	0.9531	1040000	gain
